UnidadeAdm - Código;Situação UnidadeAdm;UnidadeAdm - Nome;UnidadeAdm - Sigla
1026091920;ATIVO;COLÉGIO TIRADENTES PMMG- UNIDADE MINASCAIXA;CTPUMZ
1026091921;ATIVO;EE AFONSO PENA MASCARENHAS;EEAPMZ
1026091922;ATIVO;EE AFRÂNIO DE MELO FRANCO;EEADMFZ
1026091923;ATIVO;EE ANITA BRINA BRANDÃO;EEABBZ
1026091924;ATIVO;EE ANTENOR PESSOA;EEAPESZ
1026091925;ATIVO;EE ANTÔNIO CLEMENTE;EEANTCLEZ
1026091926;ATIVO;EE ARI DA FRANCA;EEADFZ
1026091927;ATIVO;EE BRITALDO SOARES FERREIRA DINIZ;EEBSFDZ
1026091928;ATIVO;EE CARLOS DRUMMOND DE ANDRADE;EECDDA2Z
1026091929;ATIVO;EE CELMAR BOTELHO DUARTE;EECBDZ
1026091930;ATIVO;EE CORONEL JUCA PINTO;EECJPZ
1026091931;ATIVO;EE CORONEL MANOEL SOARES DO COUTO;EECMSDCZ
1026091932;ATIVO;EE DE EDUCAÇÃO ESPECIAL DOUTOR JOÃO MOREIRA SALLES;EEDEEDJMSZ
1026091933;ATIVO;EE DEPUTADO ÁLVARO SALLES;EEDÁS2Z
1026091934;ATIVO;EE DEPUTADO MANOEL COSTA;EEDMC1Z
1026091935;ATIVO;EE DJANIRA RODRIGUES DE OLIVEIRA;EEDRDOZ
1026091936;ATIVO;EE DONATO WERNECK DE FREITAS;EEDWDFZ
1026091937;ATIVO;EE FRANCISCO MENEZES FILHO;EEFMFZ
1026091938;ATIVO;EE GERALDINA ANA GOMES;EEGAGZ
1026091939;ATIVO;EE GETÚLIO VARGAS;EEGVZ
1026091940;ATIVO;EE JORNALISTA JORGE PAES SARDINHA;EEJJPSZ
1026091941;ATIVO;EE JOSÉ HEILBUTH GONÇALVES;EEJHGZ
1026091942;ATIVO;EE JUSCELINO KUBITSCHEK DE OLIVEIRA;EEJKDO1Z
1026091943;ATIVO;EE MADRE CARMELITA;EEMCARZ
1026091944;ATIVO;EE MARGARIDA DE MELLO PRADO;EEMDMP3Z
1026091945;ATIVO;EE MARIA ANDRADE RESENDE;EEMAR2Z
1026091946;ATIVO;EE MARIA CAROLINA CAMPOS;EEMCCZ
1026091947;ATIVO;EE MARIA LUIZA MIRANDA BASTOS;EEMLMBZ
1026091948;ATIVO;EE MENINO JESUS DE PRAGA;EEMJDP2Z
1026091949;ATIVO;EE ORÔNCIO MURGEL DUTRA;EEOMDZ
1026091950;ATIVO;EE PADRE JOÃO DE MATTOS ALMEIDA;EEPJDMAZ
1026091951;ATIVO;EE PADRE LEBRET;EEPLEBZ
1026091952;ATIVO;EE PASCHOAL COMANDUCCI;EEPCOMZ
1026091953;ATIVO;EE PEDRO PAULO PENIDO;EEPPPZ
1026091954;ATIVO;EE PRESIDENTE TANCREDO NEVES;EEPTN8Z
1026091955;ATIVO;EE PROFESSOR AFFONSO NEVES;EEPAN3Z
1026091956;ATIVO;EE PROFESSOR AGNELO CORREIA VIANA;EEPACVZ
1026091957;ATIVO;EE PROFESSOR ALBERTO MAZONI ANDRADE;EEPAMA1Z
1026091958;ATIVO;EE PROFESSOR BATISTA SANTIAGO;EEPBSZ
1026091959;ATIVO;EE PROFESSOR BOLIVAR DE FREITAS;EEPBDFZ
1026091960;ATIVO;EE PROFESSOR HÍLTON ROCHA;EEPHRZ
1026091961;ATIVO;EE PROFESSOR JOÃO CÂMARA;EEPJCAMZ
1026091962;ATIVO;EE PROFESSORA ADIR ANDRADE ALBANO;EEPAAAZ
1026091963;ATIVO;EE PROFESSORA FRANCISCA MALHEIROS;EEPFM1Z
1026091964;ATIVO;EE PROFESSORA INÚS GERALDA DE OLIVEIRA;EEPIGDOZ
1026091965;ATIVO;EE PROFESSORA MARIA COUTINHO;EEPMCOUZ
1026091966;ATIVO;EE PROFESSORA MARIA MUZZI GUASTAFERRO;EEPMMGZ
1026091967;ATIVO;EE SANTOS DUMONT;EESD3Z
1026091968;ATIVO;EE SÃO PEDRO E SÃO PAULO;EESPESPZ
1026091969;ATIVO;EE SARAH KUBITSCHEK ITAMARATI;EESKI1Z
1026091970;ATIVO;EE SÍRIA MARQUES DA SILVA;EESMDSZ
1026091971;ATIVO;EE TRÚS PODERES;EETPODZ
1026091972;ATIVO;EE SÃO JOSÉ DE CONFINS;EESJDCZ
1026091973;ATIVO;EE CARDEAL ARCOVERDE;EECARCZ
1026091974;ATIVO;EE DOUTOR EDUARDO GÓES FILHO;EEDEGFZ
1026091975;ATIVO;EE LEÔNIDAS MARQUES AFONSO;EELMAZ
1026091976;ATIVO;EE CECÍLIA DOLABELA PORTELA AZEREDO;EECDPAZ
1026091977;ATIVO;EE NILO MAURÍCIO TRINDADE FIGUEIREDO;EENMTFZ
1026091978;ATIVO;EE PADRE MENEZES;EEPMENZ
1026091979;ATIVO;EE REPARATA DIAS DE OLIVEIRA;EERDDOZ
1026091980;ATIVO;EE TIRADENTES;EET2Z
1026091981;ATIVO;EE CARDEAL MOTA;EECARMOTZ
1026091982;ATIVO;EE INTENDENTE CÂMARA;EEICAM2Z
1026091983;ATIVO;EE DE PEDRO LEOPOLDO;EEDPLZ
1026091984;ATIVO;EE DOUTOR JÚLIO CÉSAR DE VASCONCELOS;EEDJCDVZ
1026091985;ATIVO;EE DR ROBERTO BELISÁRIO VIANA;EEDRBVZ
1026091986;ATIVO;EE IMACULADA CONCEIÇÃO;EEIC6Z
1026091987;ATIVO;EE MAGNO CLARET;EEMCLAZ
1026091988;ATIVO;EE QUINTA DO SUMIDOURO;EEQDSZ
1026091989;ATIVO;EE ROMERO DE CARVALHO;EERDCZ
1026091990;ATIVO;EE RUI BARBOSA;EERB4Z
1026091991;ATIVO;EE SÃO JOSÉ;EESJ7Z
1026091992;ATIVO;EE VERA CRUZ DE MINAS;EEVCDMZ
1026091993;ATIVO;CESEC DE JUSTINÓPOLIS;CDJZ
1026091994;ATIVO;CESEC DE NOVA PAMPULHA;CDNPZ
1026091995;ATIVO;CESEC DE RIBEIRÃO DAS NEVES;CDRDNZ
1026091996;ATIVO;EE ALESSANDRA SALUM CADAR;EEASC2Z
1026091997;ATIVO;EE ALIZON THEMÓTER COSTA;EEATCZ
1026091998;ATIVO;EE ANTÔNIO MIGUEL CERQUEIRA NETO;EEAMCNZ
1026091999;ATIVO;EE ANTÔNIO RIGUEIRA DA FONSECA;EEARDFZ
1026092000;ATIVO;EE CARLOS DRUMMOND DE ANDRADE;EECDDA1Z
1026092001;ATIVO;EE CARMÉLIA GONÇALVES LOFF;EECGLZ
1026092002;ATIVO;EE CÉSAR LOMBROSO;EECLOMZ
1026092003;ATIVO;EE CIDADE DOS MENINOS;EECDM3Z
1026092004;ATIVO;EE CONCEIÇÃO MARTINS DE JESUS;EECMDJ1Z
1026092005;ATIVO;EE CUSTÓDIO FÉLIX;EECF1Z
1026092006;ATIVO;EE DE ENSINO FUNDAMENTAL E MÉDIO;EEDEFEM7Z
1026092007;ATIVO;EE DE ENSINO FUNDAMENTAL E MÉDIO;EEDEFEM8Z
1026092008;ATIVO;EE DJALMA MARQUES;EEDMARQZ
1026092009;ATIVO;EE DO BAIRRO ROSANEVES;EEDBRZ
1026092010;ATIVO;EE DR REYNALDO MARTINS MARQUES;EEDRMMZ
1026092011;ATIVO;EE FILOMENA CATIZANI;EEFCATZ
1026092012;ATIVO;EE FRANCISCO CARDOSO ASSUMPÇÃO;EEFCAZ
1026092013;ATIVO;EE FRANCISCO LABANCA;EEFL2Z
1026092014;ATIVO;EE GUADALAJARA;EEGZ
1026092015;ATIVO;EE HENRIQUE DE SOUZA FILHO - HENFIL;EEHDSF-HZ
1026092016;ATIVO;EE HENRIQUE SAPORI;EEHS1Z
1026092017;ATIVO;EE HUGO VIANA CHAVES;EEHVCZ
1026092018;ATIVO;EE ITÁLIA CAUTIERO FRANCO;EEICF1Z
1026092019;ATIVO;EE JALMIR LOPES DIAS;EEJLD2Z
1026092020;ATIVO;EE JOÃO CORREA ARMOND;EEJCA1Z
1026092021;ATIVO;EE JOÃO DE ALMEIDA;EEJDALMEZ
1026092022;ATIVO;EE JOÃO DE DEUS GOMES;EEJDDGZ
1026092023;ATIVO;EE JOÃO GONÇALVES NETO;EEJGNZ
1026092024;ATIVO;EE JOÃO LOPES GONTIJO;EEJLG1Z
1026092025;ATIVO;EE JOSÉ ANTÔNIO PESSOA;EEJAPZ
1026092026;ATIVO;EE JOSÉ BONIFÁCIO NOGUEIRA;EEJBN1Z
1026092027;ATIVO;EE JOSÉ JOAQUIM LAGES;EEJJLZ
1026092028;ATIVO;EE JOSÉ LUÍS DE CARVALHO;EEJLDCZ
1026092029;ATIVO;EE JOSÉ PEDRO PEREIRA;EEJPPZ
1026092030;ATIVO;EE JOSÉ SOARES DINIZ E SILVA;EEJSDESZ
1026092031;ATIVO;EE MANOEL MARTINS DE MELO;EEMMDM1Z
1026092032;ATIVO;EE MARIA DA GLÓRIA ASSUNÇÃO;EEMDGAZ
1026092033;ATIVO;EE MARIA DA PIEDADE SOUZA ROCHA;EEMDPSRZ
1026092034;ATIVO;EE MARIA PEREIRA DE ARAÚJO;EEMPDA3Z
1026092035;ATIVO;EE NÍLTON MARTINS DA COSTA;EENMDCZ
1026092036;ATIVO;EE NOSSA SENHORA DA CONCEIÇÃO;EENSDCONZ
1026092037;ATIVO;EE NOSSA SENHORA DAS GRAÇAS;EENSDG1Z
1026092038;ATIVO;EE NOSSA SENHORA DAS NEVES;EENSDNZ
1026092039;ATIVO;EE PEDRO ALCÂNTARA NOGUEIRA;EEPAN2Z
1026092040;ATIVO;EE PEDRO FERNANDES DA S JÚNIOR;EEPFDSJZ
1026092041;ATIVO;EE PROFESSOR GUERINO CASASSANTA;EEPGC3Z
1026092042;ATIVO;EE PROFESSOR HELVÉCIO DAHE;EEPHDZ
1026092043;ATIVO;EE PROFESSOR PAULO FREIRE;EEPPF3Z
1026092044;ATIVO;EE ROMUALDO JOSÉ DA COSTA;EERJDCZ
1026092045;ATIVO;EE SÃO JUDAS TADEU;EESJT3Z
1026092046;ATIVO;EE VEREADOR JOSÉ ROBERTO PEREIRA;EEVJRPZ
1026092047;ATIVO;EE WASHINGTON MODESTO GONTIJO DE FARIA;EEWMGDFZ
1026092048;ATIVO;CESEC CONJUNTO HABITACIONAL CRISTINA;CCHCRIZ
1026092049;ATIVO;CESEC CONJUNTO HABITACIONAL PALMITAL;CCHPZ
1026092050;ATIVO;EE AFONSINO ALTIVO DINIZ;EEAAD1Z
1026092051;ATIVO;EE ALTAIR DE ALMEIDA VIANA;EEADAVZ
1026092052;ATIVO;EE EPHIGENIA DE JESUS WERNECK;EEEDJWZ
1026092053;ATIVO;EE FRANCISCO TIBÚRCIO DE OLIVEIRA;EEFTDOZ
1026092054;ATIVO;EE GERALDO TEIXEIRA DA COSTA;EEGTDC1Z
1026092055;ATIVO;EE GERVÁSIO LARA;EEGL2Z
1026092056;ATIVO;EE JOSÉ MARIA BICALHO;EEJMB3Z
1026092057;ATIVO;EE LAFAIETE GONÇALVES;EELG1Z
1026092058;ATIVO;EE LEONINA MOURTHE DE ARAÚJO;EELMDAZ
1026092059;ATIVO;EE MURGY HIBRAIM SARAH;EEMHSZ
1026092060;ATIVO;EE PADRE JOÃO DE SANTO ANTÔNIO;EEPJDSAZ
1026092061;ATIVO;EE PRESIDENTE ITAMAR FRANCO;EEPIFZ
1026092062;ATIVO;EE PROFESSOR DOMINGOS ORNELAS;EEPDO1Z
1026092063;ATIVO;EE RAUL TEIXEIRA DA COSTA SOBRINHO;EERTDCSZ
1026092064;ATIVO;EE RENY DE SOUZA LIMA;EERDSLZ
1026092065;ATIVO;EE ROSE HAAS KLABIN;EERHKZ
1026092066;ATIVO;EE SÃO JOÃO DA ESCÓCIA;EESJDEZ
1026092067;ATIVO;EE SENADOR BERNARDO MONTEIRO;EESBMZ
1026092068;ATIVO;EE TANCREDO DE ALMEIDA NEVES;EETDAN3Z
1026092069;ATIVO;EE WILSON DINIZ FILHO;EEWDFZ
1026092070;ATIVO;EE DEPUTADO EMÍLIO DE VASCONCELOS;EEDEDVZ
1026092071;ATIVO;EE DONA FRANCISCA JOSINA;EEDFJZ
1026092072;ATIVO;EE BEATRIZ MARIA DE JESUS;EEBMDJZ
1026092073;ATIVO;EE JOSÉ ELIAS ISSA;EEJEIZ
1026092074;ATIVO;EE PREFEITO ARISTEU EDUARDO MOREIRA;EEPAEMZ
1026092075;ATIVO;CESEC CONJUNTO HABITACIONAL CAIEIRAS;CCHCZ
1026092076;ATIVO;CESEC DE VESPASIANO;CDVZ
1026092077;ATIVO;COLÉGIO TIRADENTES PMMG;CTPSREMCZ
1026092078;ATIVO;EE DEPUTADO RENATO AZEREDO;EEDRA4Z
1026092079;ATIVO;EE FRANCISCO VIANA;EEFV1Z
1026092080;ATIVO;EE HERBERT JOSÉ DE SOUZA;EEHJDS2Z
1026092081;ATIVO;EE JOSÉ GABRIEL DE OLIVEIRA;EEJGDO1Z
1026092082;ATIVO;EE MACHADO DE ASSIS;EEMDA1Z
1026092083;ATIVO;EE MARIA DA PIEDADE FONSECA;EEMDPFZ
1026092084;ATIVO;EE NILA FARAJ;EENFZ
1026092085;ATIVO;EE PADRE JOSÉ SENABRE;EEPJSENZ
1026092086;ATIVO;EE PROFESSOR GUILHERME HALLAIS FRANÇA;EEPGHFZ
1026092087;ATIVO;EE PEDRO ÁLVARES CABRAL;EEPÁC1Z
1026092088;ATIVO;EE BENEDITO VALADARES;EEBV3Z
1026092089;ATIVO;EE ALÍRIO HERVAL;EEAH1Z
1026092090;ATIVO;EE CLARINDO GOULART;EECGOUZ
1026092091;ATIVO;EE DE ENSINO FUNDAMENTAL E MÉDIO;EEDEFEM9Z
1026092092;ATIVO;EE JOAQUIM BOTELHO;EEJBOTZ
1026092093;ATIVO;EE JOAQUIM JOSÉ DE ASSUNÇÃO;EEJJDAZ
1026092094;ATIVO;EE JOSÉ EMÍLIO DE AGUIAR;EEJEDA2Z
1026092095;ATIVO;EE OSÓRIO DE MORAIS;EEODMZ
1026092096;ATIVO;EE PADRE LÁZARO MENEZES;EEPLM2Z
1026092097;ATIVO;EE SÃO GERALDO;EESGERAZ
1026092098;ATIVO;EE TANCREDO DE ALMEIDA NEVES;EETDAN4Z
1026092099;ATIVO;EE ANITA RAMOS;EEARAMZ
1026092100;ATIVO;EE DE DOLEARINA;EEDD3Z
1026092101;ATIVO;EE MARIA MOREIRA DE VASCONCELOS;EEMMDVZ
1026092102;ATIVO;EE ROBERT KENNEDY;EERKZ
1026092103;ATIVO;EE CORONEL JOSÉ FALEIROS DE AGUIAR;EECJFDA2Z
1026092104;ATIVO;CESEC ZENITH CAMPOS;CZCZ
1026092105;ATIVO;EE CLARA CHAVES;EECLACHAZ
1026092106;ATIVO;EE CORONEL VIRGÍLIO ROSA;EECVRZ
1026092107;ATIVO;EE DONA SINDA;EEDSINZ
1026092108;ATIVO;EE ELIAS DE MORAES;EEEDMZ
1026092109;ATIVO;EE GREGORIANO CANEDO;EEGCANZ
1026092110;ATIVO;EE LETÍCIA CHAVES;EELC1Z
1026092111;ATIVO;EE MELO VIANA;EEMV5Z
1026092112;ATIVO;EE ORDÁLIA ROCHA MUNDIM;EEORMZ
1026092113;ATIVO;EE PADRE CÉSAR;EEPCES1Z
1026092114;ATIVO;EE PROFESSOR VICENTE LOPES PEREZ;EEPVLPZ
1026092115;ATIVO;EE SANTA MARIA GORETTI;EESMGZ
1026092116;ATIVO;EE AMÉRICO CALDEIRA BRANT;EEACBZ
1026092117;ATIVO;EE ANTÔNIO INÁCIO BRANDÃO;EEAIBZ
1026092118;ATIVO;EE CRISTINA CÂMARA;EECRICCAMZ
1026092119;ATIVO;EE DOUTOR ODILON LOURES;EEDOLZ
1026092120;ATIVO;EE GENESCO AUGUSTO CALDEIRA BRANT;EEGACBZ
1026092121;ATIVO;EE GILBERTO CALDEIRA BRANT;EEGCBZ
1026092122;ATIVO;EE JOÃO OSÓRIO DE QUEIROZ;EEJODQZ
1026092123;ATIVO;EE MARIA ELISA VALLE DE MENEZES;EEMEVDMZ
1026092124;ATIVO;EE PROFESSOR ANTONICO SOARES DE SÁ;EEPASDSZ
1026092125;ATIVO;EE PROFESSOR GASTÃO VALLE;EEPGVZ
1026092126;ATIVO;EE ZINHA MEIRA;EEZM2Z
1026092127;ATIVO;EE DE SANTA MARIA;EEDSM2Z
1026092128;ATIVO;EE DOUTOR JOSÉ ESTEVES RODRIGUES;EEDJER2Z
1026092129;ATIVO;EE RENATO AZEREDO;EERAZEZ
1026092130;ATIVO;EE SÃO FRANCISCO DE ASSIS;EESFDA6Z
1026092131;ATIVO;CESEC DR CASSIANO ALVES DE OLIVEIRA;CDCADOZ
1026092132;ATIVO;EE ADELAIDE MEDEIROS;EEAMEDZ
1026092133;ATIVO;EE CARLOS ANTÔNIO DOS SANTOS;EECADSZ
1026092134;ATIVO;EE CREMILDA PASSOS;EECPASZ
1026092135;ATIVO;EE FRANCISCO DE PAULA ANTUNES;EEFDPAZ
1026092136;ATIVO;EE FRANCISCO XAVIER ANTUNES;EEFXAZ
1026092137;ATIVO;EE JOÃO BERALDO;EEJBERAZ
1026092138;ATIVO;EE JOSIAS DE MATOS;EEJDM1Z
1026092139;ATIVO;EE MESTRA BILA;EEMBILZ
1026092140;ATIVO;EE RUTH ALVES PROENÇA;EERAPZ
1026092141;ATIVO;EE SANT'ANA;EES2Z
1026092142;ATIVO;EE CIRILO PEREIRA DA FONSECA;EECPDFZ
1026092143;ATIVO;EE ADOLFO FERREIRA DE BARROS;EEAFDBZ
1026092144;ATIVO;EE DONA EDITH SILVEIRA;EEDES2Z
1026092145;ATIVO;EE JOSÉ PATRÍCIO DA SILVEIRA;EEJPDS1Z
1026092146;ATIVO;EE NORTE MINEIRA;EENMZ
1026092147;ATIVO;EE NOSSA SENHORA DA GUIA;EENSDGZ
1026092148;ATIVO;EE AMÂNCIO JUVÚNCIO DA FONSECA;EEAJDFZ
1026092149;ATIVO;EE DONA VALENTINA ALKIMIM;EEDVAZ
1026092150;ATIVO;EE BARREIRO DE BAIXO;EEBDBZ
1026092151;ATIVO;EE BENÍCIO PRATES;EEBP2Z
1026092152;ATIVO;EE CORONEL FRANCISCO RIBEIRO;EECFR3Z
1026092153;ATIVO;EE CORONEL LUÍS PIRES DE MINAS;EECLPDMZ
1026092154;ATIVO;EE DE PONTE DOS CIGANOS;EEDPDC1Z
1026092155;ATIVO;EE JOSÉ MARIA DOS MARES GUIA;EEJMDMGZ
1026092156;ATIVO;EE MAJOR JOSÉ ELIAS TRINDADE;EEMJETZ
1026092157;ATIVO;EE MARIA DA CONCEIÇÃO CHAVES;EEMDCCZ
1026092158;ATIVO;EE NOSSA SENHORA DA CONCEIÇÃO;EENSDCOZ
1026092159;ATIVO;EE NOSSA SENHORA DAS GRAÇAS;EENSDG2Z
1026092160;ATIVO;EE PREFEITO ARISTIDES BATISTA;EEPAB1Z
1026092161;ATIVO;EE PRESIDENTE TANCREDO NEVES;EEPTN9Z
1026092162;ATIVO;EE SÃO JOSÉ;EESJ8Z
1026092163;ATIVO;EE SÃO LUÍS;EESLZ
1026092164;ATIVO;EE SÃO SEBASTIÃO;EESS7Z
1026092165;ATIVO;EE SENHORINHA MUNIZ;EESMUNZ
1026092166;ATIVO;EE WENCESLAU RAMOS DA CRUZ;EEWRDCZ
1026092167;ATIVO;EE DE ENSINO FUNDAMENTAL E MÉDIO;EEDEFEM10Z
1026092168;ATIVO;EE PROFESSOR TUTU;EEPT2Z
1026092169;ATIVO;EE MAMEDE PACÍFICO DE ALMEIDA;EEMPDA2Z
1026092170;ATIVO;PECON DE ENGENHEIRO NAVARRO;PDENZ
1026092171;ATIVO;EE DE FRANCISCO DUMONT;EEDFD1Z
1026092172;ATIVO;EE ADAUTO MARTINS DE OLIVEIRA NETO;EEAMDONZ
1026092173;ATIVO;EE CORDIOLINO SOUZA SANTOS;EECSSZ
1026092174;ATIVO;EE DONATO SANTOS;EEDSANZ
1026092175;ATIVO;EE ELISEU LABORNE;EEEL2Z
1026092176;ATIVO;EE JOÃO DE DEUS DIAS;EEJDDDZ
1026092177;ATIVO;EE LOURDINHA SILVEIRA;EELS3Z
1026092178;ATIVO;EE SÃO GONÇALO;EESGON1Z
1026092179;ATIVO;EE TIBURTINO PENA;EETPENZ
1026092180;ATIVO;EE ZECA GUIDA;EEZGZ
1026092181;ATIVO;EE ANTÔNIO PIMENTA;EEAPIMZ
1026092182;ATIVO;EE MARIA CARNEIRO DA CRUZ;EEMCDCZ
1026092183;ATIVO;EE DE ENSINO MÉDIO;EEDEM17Z
1026092184;ATIVO;EE PROFESSOR BICALHO;EEPBICZ
1026092185;ATIVO;EE PROFESSOR OSWALDO SIMÔES;EEPOSZ
1026092186;ATIVO;EE PROFESSORA NITA NASSAU;EEPNN1Z
1026092187;ATIVO;EE ANTÔNIO SOARES DA CRUZ;EEASDCZ
1026092188;ATIVO;EE EDMILSON BICALHO NORONHA;EEEBNZ
1026092189;ATIVO;EE FERNÃO DIAS PAES LEME;EEFDPLZ
1026092190;ATIVO;EE SÃO JOSÉ DO RIO PRETO;EESJDRPZ
1026092191;ATIVO;EE MANOEL PEREIRA DE ARAÚJO;EEMPDA1Z
1026092192;ATIVO;EE PRESIDENTE CASTELO BRANCO;EEPCB1Z
1026092193;ATIVO;EE PROFESSORA DIVA MEDEIROS;EEPDM1Z
1026092194;ATIVO;EE JUCA MARIA;EEJUMZ
1026092195;ATIVO;EE FRANCISCO SÁ;EEFSAZ
1026092196;ATIVO;EE SIMÃO DA COSTA CAMPOS;EESDCCZ
1026092197;ATIVO;EE SÃO JUDAS TADEU;EESJT2Z
1026092198;ATIVO;EE TEÓFILO PIRES;EETPIRZ
1026092199;ATIVO;EE MAJOR ALEXANDRE RODRIGUES;EEMAR1Z
1026092200;ATIVO;EE PROFESSORA MARIA MACHADO;EEPMMZ
1026092201;ATIVO;EE SANTA MARIA;EESMARZ
1026092202;ATIVO;CESEC DE MONTES CLAROS;CDMCZ
1026092203;ATIVO;COLÉGIO TIRADENTES PMMG;CTPSREMOCZ
1026092204;ATIVO;CONSERVATÓRIO ESTADUAL MÚSICA LORENZO FERNANDEZ;CEMLFZ
1026092205;ATIVO;EE AMÉRICO MARTINS;EEAMARTZ
1026092206;ATIVO;EE ANTÔNIO CANELA;EEANTCANZ
1026092207;ATIVO;EE ANTÔNIO FIGUEIRA;EEAF3Z
1026092208;ATIVO;EE ARMÚNIO VELOSO;EEAV2Z
1026092209;ATIVO;EE AUGUSTA VALLE;EEAV3Z
1026092210;ATIVO;EE BEATO JOSÉ DE ANCHIETA;EEBJDAZ
1026092211;ATIVO;EE BELVINDA RIBEIRO;EEBRZ
1026092212;ATIVO;EE BENJAMIN VERSIANI DOS ANJOS;EEBVDAZ
1026092213;ATIVO;EE CARLOS VERSIANI;EECV1Z
1026092214;ATIVO;EE CLÓVIS SALGADO;EECS1Z
1026092215;ATIVO;EE CORONEL FILOMENO RIBEIRO;EECFR2Z
1026092216;ATIVO;EE DE APARECIDA DO MUNDO NOVO;EEDADMNZ
1026092217;ATIVO;EE DE ENSINO FUNDAMENTAL E MÉDIO;EEDEFEM11Z
1026092218;ATIVO;EE DE ENSINO FUNDAMENTAL E MÉDIO;EEDEFEM12Z
1026092219;ATIVO;EE DE ENSINO MÉDIO;EEDEM18Z
1026092220;ATIVO;EE DE ENSINO MÉDIO;EEDEM19Z
1026092221;ATIVO;EE DE ENSINO MÉDIO;EEDEM20Z
1026092222;ATIVO;EE DE SANTA ROSA DE LIMA;EEDSRDLZ
1026092223;ATIVO;EE DE SÃO PEDRO DA GARÇA;EEDSPDGZ
1026092224;ATIVO;EE DELFINO MAGALHÃES;EEDMAGZ
1026092225;ATIVO;EE DEPUTADO ESTEVES RODRIGUES;EEDER2Z
1026092226;ATIVO;EE DO BAIRRO SANTA TEREZINHA;EEDBSTZ
1026092227;ATIVO;EE DOM ARISTIDES PORTO;EEDAP2Z
1026092228;ATIVO;EE DOM JOÃO ANTÔNIO PIMENTA;EEDJAP1Z
1026092229;ATIVO;EE DOMINGOS BARBOSA BRAER;EEDBB1Z
1026092230;ATIVO;EE DONA QUITA PEREIRA;EEDQPZ
1026092231;ATIVO;EE DOUTOR ANTÔNIO AUGUSTO VELOSO;EEDAAVZ
1026092232;ATIVO;EE DOUTOR CARLOS ALBUQUERQUE;EEDCAZ
1026092233;ATIVO;EE DOUTOR JOÃO ALVES;EEDJA2Z
1026092234;ATIVO;EE ELOY PEREIRA;EEEPERZ
1026092235;ATIVO;EE FELÍCIO PEREIRA DE ARAÚJO;EEFPDAZ
1026092236;ATIVO;EE FRANCISCO LOPES DA SILVA;EEFLDSZ
1026092237;ATIVO;EE FRANCISCO PERES;EEFP1Z
1026092238;ATIVO;EE FRANCISCO SÁ;EEFSZ
1026092239;ATIVO;EE GONÇALVES CHAVES;EEGCHAVZ
1026092240;ATIVO;EE GUTEMBERG TEODORO PENHA;EEGTPZ
1026092241;ATIVO;EE IRMÃ BEATA;EEIB1Z
1026092242;ATIVO;EE JOÃO DE FREITAS NETO;EEJDFNZ
1026092243;ATIVO;EE LEVI DURÃES PERES;EELDPZ
1026092244;ATIVO;EE MARIA DA CONCEIÇÃO RODRIGUES AVELAR;EEMDCRAZ
1026092245;ATIVO;EE MONSENHOR GUSTAVO;EEMGUSZ
1026092246;ATIVO;EE NEREIDE CARVALHO;EENC1Z
1026092247;ATIVO;EE PROFESSOR ALCIDES DE CARVALHO;EEPADC2Z
1026092248;ATIVO;EE PROFESSOR HAMILTON LOPES;EEPHL1Z
1026092249;ATIVO;EE PROFESSOR PLÍNIO RIBEIRO;EEPPRZ
1026092250;ATIVO;EE PROFESSORA CRISTINA GUIMARÃES;EEPCG3Z
1026092251;ATIVO;EE PROFESSORA DILMA QUADROS;EEPDQZ
1026092252;ATIVO;EE PROFESSORA DULCE SARMENTO;EEPDS2Z
1026092253;ATIVO;EE PROFESSORA ELIZABETE PEREIRA SOARES;EEPEPSZ
1026092254;ATIVO;EE PROFESSORA HELENA PRATES;EEPHPRAZ
1026092255;ATIVO;EE PROFESSORA MARILDA DE OLIVEIRA;EEPMDOZ
1026092256;ATIVO;EE SALVADOR FILPI;EESFILZ
1026092257;ATIVO;EE SECUNDINO TAVARES;EESTAVZ
1026092258;ATIVO;EE SIMEÃO RIBEIRO DOS SANTOS;EESRDSZ
1026092259;ATIVO;EE VEREADOR FRANCISCO TOFANI;EEVFTZ
1026092260;ATIVO;EE ZINHA PRATES;EEZPZ
1026092261;ATIVO;ESCOLA TÉCNICA DE SAÚDE DO CENTRO DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA DA UNIMONTES;ETDSDCDEPETDUZ
1026092262;ATIVO;EE SEBASTIÃO VIEIRA DIAS;EESVDZ
1026092263;ATIVO;EE DE PADRE CARVALHO;EEDPCZ
1026092264;ATIVO;EE DE VENTANIA;EEDV2Z
1026092265;ATIVO;EE FRANCISCO ANDRADE;EEFA1Z
1026092266;ATIVO;EE CRISTINO ALVES DE JESUS;EECADJZ
1026092267;ATIVO;EE CORONEL SIMÃO CAMPOS;EECSCZ
1026092268;ATIVO;EE DE ENSINO MÉDIO;EEDEM21Z
1026092269;ATIVO;EE DE ENSINO MÉDIO;EEDEM22Z
1026092270;ATIVO;EE DE ENSINO MÉDIO;EEDEM23Z
1026092271;ATIVO;EE MARIA BELTRÃO DE ALMEIDA;EEMBDAZ
1026092272;ATIVO;EE PADRE RAFAEL;EEPRAFZ
1026092273;ATIVO;EE PROFESSORA FILOMENA FIALHO;EEPFF2Z
1026092274;ATIVO;EE PROFESSORA MARIA EDUARDA VERSIANE MAIA;EEPMEVMZ
